filepath,happy,surprise,sad,angry,disgust,fear
/archive/test/happy/PrivateTest_34210079.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_3447769.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_34615392.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_34633618.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_34792598.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_34814394.jpg,0.98,0.00,0.00,0.02,0.00,0.00
/archive/test/happy/PrivateTest_35073896.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_35095016.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_35154145.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_3524293.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_35409031.jpg,0.08,0.12,0.00,0.00,0.00,0.80
/archive/test/happy/PrivateTest_35452818.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_35591581.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_3579299.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_35831352.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_35847504.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_35915421.jpg,0.04,0.00,0.11,0.84,0.00,0.01
/archive/test/happy/PrivateTest_35977388.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_36188560.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_36217716.jpg,0.02,0.02,0.03,0.02,0.00,0.91
/archive/test/happy/PrivateTest_36248019.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_36260140.jpg,0.06,0.00,0.91,0.00,0.00,0.03
/archive/test/happy/PrivateTest_36282299.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_36312696.jpg,0.02,0.00,0.93,0.01,0.00,0.04
/archive/test/happy/PrivateTest_36349947.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_36350577.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_36531981.jpg,0.00,0.01,0.34,0.26,0.05,0.34
/archive/test/happy/PrivateTest_36679600.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_36802733.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_36816441.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_36821859.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_37147241.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_37169140.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_37370251.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_37761517.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_3783569.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_37884040.jpg,0.18,0.00,0.05,0.46,0.00,0.31
/archive/test/happy/PrivateTest_37962253.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_38033391.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_38437429.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_38746011.jpg,0.01,0.00,0.00,0.99,0.00,0.00
/archive/test/happy/PrivateTest_3881907.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_38910226.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_39165968.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_39183439.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_39312589.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_39353339.jpg,0.01,0.15,0.27,0.14,0.02,0.41
/archive/test/happy/PrivateTest_39619534.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_39819887.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_39826673.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_39858083.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_4014756.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_40197960.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_40212958.jpg,0.01,0.00,0.58,0.03,0.00,0.38
/archive/test/happy/PrivateTest_40249114.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_40251698.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_40317032.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_40374609.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_40479989.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_40593216.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_40614798.jpg,0.99,0.00,0.00,0.00,0.00,0.01
/archive/test/happy/PrivateTest_40679257.jpg,0.01,0.00,0.89,0.01,0.00,0.10
/archive/test/happy/PrivateTest_40721195.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_40735780.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_40878656.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_41001463.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_41066537.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_41085315.jpg,0.04,0.00,0.12,0.67,0.00,0.17
/archive/test/happy/PrivateTest_41307619.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_41344435.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_41377352.jpg,0.02,0.98,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_41502047.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_41527427.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_41686494.jpg,0.02,0.04,0.00,0.00,0.00,0.94
/archive/test/happy/PrivateTest_41871309.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_42062459.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_42229434.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_42252389.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_42595639.jpg,0.35,0.00,0.00,0.65,0.00,0.00
/archive/test/happy/PrivateTest_42670649.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_42875973.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_42921109.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_42935658.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_43056060.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_43091851.jpg,0.01,0.00,0.93,0.00,0.00,0.06
/archive/test/happy/PrivateTest_43093737.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_43113610.jpg,0.99,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_4315069.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_43238445.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_43353931.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_43360059.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_43384411.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_43551122.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_43612548.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_43720250.jpg,0.01,0.84,0.00,0.00,0.00,0.16
/archive/test/happy/PrivateTest_4378436.jpg,0.01,0.00,0.97,0.00,0.00,0.02
/archive/test/happy/PrivateTest_43849174.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_4387990.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_4388358.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_43893024.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_44119689.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_44168188.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_44181357.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_44461086.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_44495000.jpg,0.45,0.01,0.00,0.00,0.00,0.54
/archive/test/happy/PrivateTest_44648662.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_44763114.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_44791243.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_44817677.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_4514883.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_45158900.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_45175593.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_4518933.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_45375162.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_45699463.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_45765115.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_4576701.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_45910002.jpg,0.98,0.00,0.00,0.02,0.00,0.00
/archive/test/happy/PrivateTest_45965771.jpg,0.55,0.00,0.01,0.00,0.00,0.44
/archive/test/happy/PrivateTest_45987104.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_46068756.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_46081026.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_46100411.jpg,0.16,0.00,0.50,0.03,0.00,0.32
/archive/test/happy/PrivateTest_4628769.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_46345890.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_46389051.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_46477969.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_46585222.jpg,0.17,0.00,0.02,0.80,0.00,0.01
/archive/test/happy/PrivateTest_46665621.jpg,0.12,0.00,0.82,0.01,0.00,0.05
/archive/test/happy/PrivateTest_46775695.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_46776895.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_46912406.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_47046591.jpg,0.05,0.00,0.18,0.68,0.00,0.09
/archive/test/happy/PrivateTest_47110154.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_47162929.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_47361515.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_47368288.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_47422176.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_47631580.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_47899678.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_47981787.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_48134791.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_48527331.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_48540735.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_48564083.jpg,0.85,0.00,0.13,0.01,0.00,0.00
/archive/test/happy/PrivateTest_48567381.jpg,0.67,0.00,0.25,0.00,0.00,0.08
/archive/test/happy/PrivateTest_4871052.jpg,0.04,0.02,0.32,0.60,0.00,0.02
/archive/test/happy/PrivateTest_48802275.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_48829836.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_48951404.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_49048956.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_49122700.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_49210125.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_4956142.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_49578545.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_49591470.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_49739183.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_49810785.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_49826303.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_49869263.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_49906218.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_49985241.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_50560883.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_50661112.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_50671595.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_50677784.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_5108520.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_51171902.jpg,0.21,0.00,0.47,0.01,0.00,0.31
/archive/test/happy/PrivateTest_51176935.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_5142883.jpg,0.29,0.00,0.68,0.00,0.00,0.03
/archive/test/happy/PrivateTest_5144973.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_51718636.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_51907748.jpg,0.57,0.00,0.00,0.43,0.00,0.00
/archive/test/happy/PrivateTest_51922394.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_52109800.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_52113835.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_52181196.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_52251559.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_52359058.jpg,0.01,0.11,0.05,0.03,0.00,0.79
/archive/test/happy/PrivateTest_52389156.jpg,0.01,0.00,0.00,0.56,0.00,0.43
/archive/test/happy/PrivateTest_52523736.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_52544508.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_52646176.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_52743340.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_52811908.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_52863251.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_52877143.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_52900614.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_52900901.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_53068178.jpg,0.61,0.00,0.00,0.39,0.00,0.00
/archive/test/happy/PrivateTest_53148039.jpg,0.03,0.00,0.72,0.00,0.00,0.25
/archive/test/happy/PrivateTest_53246956.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_5329013.jpg,0.15,0.00,0.37,0.00,0.00,0.47
/archive/test/happy/PrivateTest_53333483.jpg,0.73,0.00,0.00,0.00,0.00,0.27
/archive/test/happy/PrivateTest_53552763.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_53677858.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_53681643.jpg,0.39,0.00,0.34,0.27,0.00,0.00
/archive/test/happy/PrivateTest_53755340.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_53796138.jpg,0.18,0.00,0.06,0.41,0.00,0.35
/archive/test/happy/PrivateTest_53993520.jpg,0.65,0.00,0.00,0.35,0.00,0.00
/archive/test/happy/PrivateTest_54027664.jpg,0.07,0.00,0.84,0.04,0.00,0.05
/archive/test/happy/PrivateTest_54035452.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_54140791.jpg,0.14,0.00,0.00,0.86,0.00,0.00
/archive/test/happy/PrivateTest_54165289.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_54239372.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_54275829.jpg,0.01,0.00,0.97,0.00,0.00,0.02
/archive/test/happy/PrivateTest_54368418.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_54479403.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_54555933.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_54646331.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_54712038.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_54940776.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_5514183.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_55175736.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_55258572.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_55497947.jpg,0.00,1.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_55512604.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_55527059.jpg,0.82,0.00,0.11,0.02,0.00,0.05
/archive/test/happy/PrivateTest_556985.jpg,0.99,0.00,0.00,0.01,0.00,0.00
/archive/test/happy/PrivateTest_55888910.jpg,0.01,0.00,0.00,0.31,0.01,0.67
/archive/test/happy/PrivateTest_56190110.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_56336763.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_56410190.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_56495773.jpg,0.01,0.06,0.00,0.00,0.00,0.94
/archive/test/happy/PrivateTest_56510523.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_56630556.jpg,0.01,0.06,0.00,0.00,0.00,0.93
/archive/test/happy/PrivateTest_56913383.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_57066855.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_57202584.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_57229385.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_5728863.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_57547658.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_57687605.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_57708966.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_57714576.jpg,0.98,0.00,0.00,0.02,0.00,0.00
/archive/test/happy/PrivateTest_57908813.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_57926598.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_58073603.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_58131759.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_58167262.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_58230869.jpg,0.80,0.00,0.02,0.18,0.00,0.00
/archive/test/happy/PrivateTest_58334479.jpg,0.82,0.00,0.00,0.18,0.00,0.00
/archive/test/happy/PrivateTest_58355446.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_58380126.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_5841098.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_58430001.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_58610088.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_58619480.jpg,0.60,0.07,0.00,0.00,0.00,0.33
/archive/test/happy/PrivateTest_58626381.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_58739451.jpg,0.05,0.00,0.01,0.00,0.00,0.93
/archive/test/happy/PrivateTest_58789877.jpg,0.02,0.00,0.84,0.10,0.00,0.04
/archive/test/happy/PrivateTest_58842420.jpg,0.24,0.00,0.03,0.69,0.00,0.04
/archive/test/happy/PrivateTest_58902458.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_58922460.jpg,0.09,0.00,0.00,0.91,0.00,0.00
/archive/test/happy/PrivateTest_59175201.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_59321618.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_59350303.jpg,0.99,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_59409377.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_59417109.jpg,0.93,0.00,0.05,0.00,0.00,0.03
/archive/test/happy/PrivateTest_59445774.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_59601460.jpg,0.81,0.00,0.07,0.01,0.00,0.11
/archive/test/happy/PrivateTest_59812270.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_59818994.jpg,0.00,0.00,0.00,0.08,0.00,0.92
/archive/test/happy/PrivateTest_59827709.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_59853591.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_59886779.jpg,0.01,0.98,0.00,0.00,0.00,0.01
/archive/test/happy/PrivateTest_59948040.jpg,0.31,0.00,0.01,0.23,0.00,0.46
/archive/test/happy/PrivateTest_60168220.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_60253779.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_6049065.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_60641556.jpg,0.98,0.00,0.00,0.00,0.00,0.02
/archive/test/happy/PrivateTest_60825323.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_60840682.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_60893558.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_6100434.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_61167984.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_61286189.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_61352712.jpg,0.98,0.00,0.00,0.02,0.00,0.00
/archive/test/happy/PrivateTest_61455454.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_61486971.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_61499973.jpg,0.03,0.01,0.25,0.01,0.00,0.70
/archive/test/happy/PrivateTest_61676958.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_61702339.jpg,0.09,0.00,0.00,0.91,0.00,0.00
/archive/test/happy/PrivateTest_61728861.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_61855708.jpg,0.01,0.27,0.08,0.12,0.01,0.51
/archive/test/happy/PrivateTest_61868930.jpg,0.96,0.00,0.01,0.03,0.00,0.00
/archive/test/happy/PrivateTest_61881647.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_62184911.jpg,0.01,0.00,0.00,0.00,0.00,0.99
/archive/test/happy/PrivateTest_62208309.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_62334812.jpg,1.00,0.00,0.00,0.00,0.00,0.00
/archive/test/happy/PrivateTest_62370092.jpg,0.05,0.07,0.00,0.01,0.00,0.87
